datas,Athletico Paranaense ,Atlético Goianiense ,Atlético Mineiro ,Atlético Paranaense ,Avaí ,Bahia ,Botafogo ,Ceará ,Chapecoense ,Corinthians ,Coritiba ,Criciúma ,Cruzeiro ,Figueirense ,Flamengo ,Fluminense ,Fortaleza ,Goiás ,Grêmio ,Grêmio Barueri ,Guarani ,Internacional ,Náutico ,Palmeiras ,Paraná ,Ponte Preta ,Portuguesa ,Red Bull Bragantino ,Santos ,Sport ,São Caetano ,São Paulo ,Vasco ,Vitória 
2016-04-30,0.0,0.0,268.50000000000006,180.16666666666669,0.0,102.33333333333336,127.93333333333332,0.0,24.933333333333334,360.73333333333323,93.56666666666669,0.0,321.96666666666675,55.26666666666665,407.46666666666664,217.90000000000003,0.0,80.4,232.6,0.0,0.0,295.5333333333333,0.0,399.5666666666666,0.0,35.8,0.0,0.0,211.8666666666667,101.56666666666669,0.0,351.63333333333327,197.56666666666666,72.1
2016-05-31,0.0,0.0,274.4750000000001,180.25833333333335,0.0,105.5916666666667,131.46666666666667,0.0,31.166666666666668,376.31666666666655,95.55833333333337,0.0,311.50833333333344,57.208333333333314,420.2833333333333,227.30000000000004,0.0,81.65,242.6,0.0,0.0,295.16666666666663,0.0,411.83333333333326,0.0,31.324999999999996,0.0,0.0,222.35833333333338,105.05833333333337,0.0,356.8416666666666,199.53333333333333,77.07499999999999
2016-06-30,0.0,0.0,280.4500000000001,180.35000000000002,0.0,108.85000000000004,135.0,0.0,37.4,391.89999999999986,97.55000000000004,0.0,301.0500000000001,59.14999999999998,433.09999999999997,236.70000000000005,0.0,82.9,252.6,0.0,0.0,294.79999999999995,0.0,424.0999999999999,0.0,26.849999999999994,0.0,0.0,232.85000000000005,108.55000000000004,0.0,362.0499999999999,201.5,82.04999999999998
2016-07-31,0.0,0.0,286.4250000000001,180.4416666666667,0.0,112.10833333333338,138.53333333333333,0.0,43.63333333333333,407.4833333333332,99.54166666666671,0.0,290.5916666666668,61.09166666666664,445.91666666666663,246.10000000000005,0.0,84.15,262.6,0.0,0.0,294.4333333333333,0.0,436.36666666666656,0.0,22.374999999999993,0.0,0.0,243.34166666666673,112.04166666666671,0.0,367.2583333333332,203.46666666666667,87.02499999999998
2016-08-31,0.0,0.0,292.40000000000015,180.53333333333336,0.0,115.36666666666672,142.06666666666666,0.0,49.86666666666667,423.0666666666665,101.53333333333339,0.0,280.1333333333335,63.0333333333333,458.7333333333333,255.50000000000006,0.0,85.4,272.6,0.0,0.0,294.0666666666666,0.0,448.6333333333332,0.0,17.89999999999999,0.0,0.0,253.8333333333334,115.53333333333339,0.0,372.4666666666665,205.43333333333334,91.99999999999997
2016-09-30,0.0,0.0,298.37500000000017,180.62500000000003,0.0,118.62500000000006,145.6,0.0,56.1,438.6499999999998,103.52500000000006,0.0,269.6750000000002,64.97499999999997,471.54999999999995,264.90000000000003,0.0,86.65,282.6,0.0,0.0,293.69999999999993,0.0,460.89999999999986,0.0,13.42499999999999,0.0,0.0,264.32500000000005,119.02500000000006,0.0,377.67499999999984,207.4,96.97499999999997
2016-10-31,0.0,0.0,304.3500000000002,180.7166666666667,0.0,121.8833333333334,149.13333333333333,0.0,62.333333333333336,454.2333333333331,105.51666666666674,0.0,259.21666666666687,66.91666666666663,484.3666666666666,274.3,0.0,87.9,292.6,0.0,0.0,293.33333333333326,0.0,473.1666666666665,0.0,8.949999999999989,0.0,0.0,274.8166666666667,122.51666666666674,0.0,382.88333333333316,209.36666666666667,101.94999999999996
2016-11-30,0.0,0.0,310.3250000000002,180.80833333333337,0.0,125.14166666666674,152.66666666666666,0.0,68.56666666666666,469.81666666666644,107.50833333333341,0.0,248.75833333333352,68.85833333333329,497.1833333333333,283.7,0.0,89.15,302.6,0.0,0.0,292.9666666666666,0.0,485.43333333333317,0.0,4.474999999999988,0.0,0.0,285.3083333333334,126.00833333333341,0.0,388.09166666666647,211.33333333333334,106.92499999999995
2016-12-31,0.0,0.0,316.30000000000024,180.90000000000003,0.0,128.40000000000006,156.2,0.0,74.8,485.39999999999975,109.50000000000009,0.0,238.30000000000018,70.79999999999995,509.99999999999994,293.09999999999997,0.0,90.4,312.6,0.0,0.0,292.5999999999999,0.0,497.6999999999998,0.0,-1.2434497875801753e-14,0.0,0.0,295.80000000000007,129.50000000000009,0.0,393.2999999999998,213.3,111.89999999999995
2017-01-31,0.0,0.0,315.8833333333333,179.99166666666667,0.0,126.43333333333334,165.20833333333331,0.0,76.88333333333333,477.54999999999995,110.28333333333333,0.0,247.13333333333335,64.89999999999999,521.5583333333334,287.7583333333333,0.0,88.25833333333334,314.98333333333335,0.0,0.0,288.70833333333337,0.0,500.48333333333335,0.0,5.7250000000000005,0.0,0.0,295.06666666666666,127.49166666666667,0.0,399.85833333333335,211.76666666666668,109.91666666666667
