date,AMER3,LAME4,LJQQ3,MGLU3,VIIA3
2021-01-04,-0.005687103410607741,-0.030048760572136457,0.0036784468835000528,0.010020086700101682,0.0006188118811882859
2021-01-05,-0.027906279204356066,-0.04150447938462398,0.0012265627812682034,-0.00761513754255605,0.003712871287128605
2021-01-06,-0.09522552339358747,-0.09648469214959432,-0.060698718688819375,-0.06052121136278321,-0.0402227722772277
2021-01-07,-0.10977380132983361,-0.10878757370919034,-0.0625385628607219,-0.07174337154940347,-0.06683168316831678
2021-01-08,-0.047745037259537715,-0.08341259052718042,-0.020232699319555847,-0.044489152861071246,-0.038985148514851575
2021-01-11,-0.056870762910664396,-0.10109815674830569,-0.025137708984324325,-0.05851695336741014,-0.06435643564356441
2021-01-12,-0.020103173582963096,-0.0903327874252472,-0.028203495207342777,-0.03006026010030516,-0.06126237623762376
2021-01-13,-0.00409993225538563,-0.09263951972460283,-0.01839347587780582,-0.03727470648068809,-0.08106435643564358
2021-01-14,0.023012829170212745,-0.07802990586565117,-0.006744233106518727,-0.04889795892173554,-0.07797029702970293
2021-01-15,0.07525455757451516,-0.06572702430605537,-0.014101747603671444,-0.039679254545979536,-0.09777227722772275
2021-01-18,0.08649655663184008,-0.06303521803074141,-0.03923945658799555,-0.020040173400203365,-0.10024752475247523
2021-01-19,0.06626103968727959,-0.05226984870768303,-0.043531805592282424,-0.034869757323142125,-0.11386138613861374
2021-01-20,0.15725442306159043,-0.013822763903258761,-0.033108504872111255,0.018837698821430715,-0.09839108910891081
2021-01-21,0.1875413911999262,-0.027664085588490983,-0.0018392234417504705,0.021643339141149465,-0.11757425742574257
2021-01-22,0.18119297777445142,-0.04765638410897177,-0.0006132813906345458,0.04168311144909831,-0.12190594059405935
2021-01-26,0.13543187055951433,-0.06380443809355951,0.06008605802833711,0.03206411700342371,-0.10148514851485135
2021-01-27,0.12114800815104942,-0.061881851881063654,0.04659697108514749,0.033667282744369365,-0.12314356435643548
2021-01-28,0.14006090506587632,-0.044580431746798044,0.0790928152967767,0.04969934124608111,-0.05383663366336611
2021-01-29,0.08874490220422238,-0.0738005873537998,0.08828955323567933,0.01282572701982021,-0.09096534653465316
2021-02-01,0.1051449024211788,-0.07995249207814714,0.17719176713184104,-0.0008017834166001991,-0.1101485148514848
2021-02-02,0.18106077001056087,-0.02920159782502829,0.19558586373979914,0.014027800506338561,-0.05445544554455428
2021-02-03,0.19547684018291633,-0.02920159782502829,0.2170445051104708,0.028056002104931865,-0.06683168316831667
2021-02-04,0.1419124917488801,-0.04611887187243424,0.2305335920536602,0.014428892760765866,-0.07178217821782162
2021-02-05,0.11770938591053093,-0.0465030179592939,0.2483137865408318,0.03607223190191511,-0.06683168316831656
2021-02-08,0.1118899391383259,-0.057268387282352395,0.24095627204367887,0.048496866667308236,-0.058168316831682776
2021-02-09,0.09773842009145839,-0.06688039045573313,0.2231760775565077,0.05170319814919955,-0.07611386138613829
2021-02-10,0.0916545577914718,-0.08418181058999852,0.18148349540597564,0.014027800506338561,-0.11200495049504922
2021-02-11,0.1321254560828864,-0.06572702430605537,0.16492924296992006,0.028056002104931865,-0.09653465346534618
2021-02-12,0.12961255938501592,-0.05380828883331901,0.11833227188477213,0.038476779967206554,-0.10396039603960361
2021-02-17,0.1424414584021496,-0.061881851881063654,0.10177801944871656,0.022044030303321804,-0.09529702970297005
2021-02-18,0.09773842009145839,-0.08418181058999863,0.10974881533650338,0.003607022644064095,-0.10334158415841554
2021-02-19,0.1724640110127038,-0.07149385505444417,0.11526648566175335,-0.00040069116217311684,-0.13366336633663345
2021-02-22,0.1859542200447044,0.11305400778498909,0.12691572843304022,-0.02805600210493242,-0.1992574257425741
2021-02-23,0.13609318057438147,0.046924279610100594,0.10361724289046625,-0.0036074237363190598,-0.18378712871287106
2021-02-24,0.14138338949790374,0.022702662577768207,0.08645032979392897,-0.01242503585764776,-0.1788366336633661
2021-02-25,0.12776083710430597,-0.0011348083677042986,0.04230524281101267,-0.03567154073974266,-0.21844059405940564
2021-02-26,0.08451262658723935,-0.042273699447442525,0.028816776597975657,-0.03086164242465106,-0.2654702970297028
2021-03-01,0.06771586748090419,-0.05111648255800516,0.049662757308165384,-0.016032058501712076,-0.25061881188118795
2021-03-02,0.03941282938716939,-0.06764868262945256,0.04046601936926275,-0.02725461978058663,-0.25618811881188097
2021-03-03,0.007141931204232677,-0.08072078425186668,0.019620038659072803,0.006813755218210149,-0.26237623762376217
2021-03-04,-0.01229993236386373,-0.0557299471567162,-0.030656000039727793,0.01963908114577606,-0.25061881188118795
2021-03-05,-0.05449007397668448,-0.08033663816500669,0.031882562820994,0.007214446380382933,-0.2555693069306929
2021-03-08,-0.11863511145317873,-0.14377456006458134,-0.06744357252549127,-0.07414832070694921,-0.2858910891089107
2021-03-09,-0.16492532091909196,-0.19260286810520433,-0.07480046629249149,-0.06252506826590165,-0.3205445544554453
2021-03-10,-0.10091249120648849,-0.15530914945045793,-0.07847953390614404,-0.002004257995372849,-0.25061881188118784
2021-03-11,-0.108318973536209,-0.13608514310369657,-0.04598431042466744,-0.006011971801610061,-0.23762376237623717
2021-03-12,-0.1547413907660129,-0.16684373883633452,-0.09196800011918116,-0.015230676177366065,-0.26980198019801926
2021-03-15,-0.12948021602341797,-0.14685051242675506,-0.11894555327540779,-0.049298650083908435,-0.24257425742574212
2021-03-16,-0.15672532081061374,-0.14031446161554817,-0.10300458222998643,-0.0320641170034236,-0.257425742574257
2021-03-17,-0.14627697512975324,-0.12916494620563002,-0.056406990414686,-0.040481037962579514,-0.24566831683168266
2021-03-18,-0.1899219445361987,-0.1656903726866571,-0.0876762718450469,-0.10701422112697279,-0.2815594059405936
2021-03-19,-0.17484456434897633,-0.14877309863925126,-0.0619252814700888,-0.10661312887254548,-0.24752475247524697
2021-03-22,-0.16730587425536514,-0.14608222025303597,-0.052728543531185945,-0.12184380504991155,-0.2524752475247519
2021-03-23,-0.17259621877659403,-0.15453992938764027,-0.03740023314624641,-0.1378758635516235,-0.2506188118811876
2021-03-24,-0.20076704910643817,-0.1756865219468976,-0.07418780563201,-0.18356708989921333,-0.29207920792079156
2021-03-25,-0.19587359907229462,-0.16338364038730158,-0.052728543531186056,-0.18637273021893186,-0.2549504950495044
2021-03-26,-0.21584442929366054,-0.16953461722255025,-0.052728543531186056,-0.19919845723875218,-0.2592821782178212
2021-03-29,-0.20301539467882035,-0.16761203101005429,-0.057633553195954534,-0.2124248754207454,-0.2691831683168311
2021-03-30,-0.18595422004470363,-0.13493177695401903,-0.05640699041468622,-0.19599212575686076,-0.23638613861386082
2021-03-31,-0.19653477348945492,-0.14031446161554828,-0.060698718688820485,-0.1887776793764776,-0.25309405940594
2021-04-01,-0.18568966891921546,-0.13877694937901086,-0.047210252475783254,-0.18076144957949447,-0.24195544554455373
2021-04-05,-0.1839702900001028,-0.12185967533160491,-0.01839347587780671,-0.18156323299609456,-0.22524752475247445
2021-04-06,-0.16492532091909184,-0.12724235999313427,0.007357514497151607,-0.17434878661571152,-0.23514851485148436
2021-04-07,-0.18965739341071053,-0.1468505124267553,0.0036784468834989426,-0.19118222744176916,-0.2382425742574249
2021-04-08,-0.1636027008893579,-0.1391610954658704,0.015940971045420138,-0.12424835311520299,-0.20049504950494956
2021-04-09,-0.17153814987234794,-0.15761588174981378,0.012262524161920085,-0.13146279949558604,-0.22834158415841488
2021-04-12,-0.1628091831106001,-0.1533865632379624,0.006130951715883182,-0.13226458291218612,-0.2221534653465338
2021-04-13,-0.08768683329997606,-0.07456980741661823,-0.0006132813906352119,-0.11022055260886399,-0.21967821782178143
2021-04-14,-0.11294800804257088,-0.10378996302362009,-0.01594097104542247,-0.11342688409075552,-0.20915841584158346
2021-04-15,-0.09813517898083646,-0.10571162134701739,-0.009196737938903743,-0.1102205526088641,-0.20606435643564291
2021-04-16,-0.09800283561923917,-0.09263951972460327,0.0012265627812670932,-0.12144311388773887,-0.21101485148514787
2021-04-19,-0.1059382846022291,-0.102251522897984,0.055181048363567964,-0.13226458291218623,-0.20792079207920733
2021-04-20,-0.13106725158093324,-0.12147552924474536,0.05456776697293364,-0.13426843981530479,-0.21596534653465294
2021-04-22,-0.1403253205936572,-0.14954231870206947,0.03862679592751239,-0.1523047563123896,-0.2184405940594053
2021-04-23,-0.14297042505541846,-0.12339811545724122,0.0472102524757807,-0.1290582514302946,-0.18811881188118762
2021-04-26,-0.14892207959151438,-0.14069953559150683,0.03617429109512793,-0.12985963375464027,-0.2048267326732668
2021-04-27,-0.17391883880632764,-0.16069183411198762,0.04904947591753084,-0.16032058501711832,-0.24752475247524697
2021-04-28,-0.16082525306599937,-0.12993416626844823,0.04230524281101222,-0.17234492971259296,-0.24381188118811814
2021-04-29,-0.0962835922978329,-0.1749173018840794,0.10176063900444654,-0.18797589595987763,-0.2512376237623756
2021-04-30,-0.10964159356594261,-0.1979855527667338,0.11219511286736195,-0.19719460033563363,-0.26794554455445474
